word;type
intelligence;posivitive
intelligent;posivitive
intelligible;posivitive
intense;negative
interesting;posivitive
interests;posivitive
interfere;negative
interference;negative
interferes;negative
intermittent;negative
interrupt;negative
interruption;negative
interruptions;negative
intimacy;posivitive
intimate;posivitive
intimidate;negative
intimidating;negative
intimidatingly;negative
intimidation;negative
intolerable;negative
intolerablely;negative
intolerance;negative
intoxicate;negative
intractable;negative
intransigence;negative
intransigent;negative
intricate;posivitive
intrigue;posivitive
intriguing;posivitive
intriguingly;posivitive
intrude;negative
intrusion;negative
intrusive;negative
intuitive;posivitive
inundate;negative
inundated;negative
invader;negative
invalid;negative
invalidate;negative
invalidity;negative
invaluable;posivitive
invaluablely;posivitive
invasive;negative
invective;negative
inveigle;negative
inventive;posivitive
invidious;negative
invidiously;negative
invidiousness;negative
invigorate;posivitive
invigorating;posivitive
invincibility;posivitive
invincible;posivitive
inviolable;posivitive
inviolate;posivitive
invisible;negative
involuntarily;negative
involuntary;negative
invulnerable;posivitive
irascible;negative
irate;negative
irately;negative
ire;negative
irk;negative
irked;negative
irking;negative
irks;negative
irksome;negative
irksomely;negative
irksomeness;negative
irksomenesses;negative
ironic;negative
ironical;negative
ironically;negative
ironies;negative
irony;negative
irragularity;negative
irrational;negative
irrationalities;negative
irrationality;negative
irrationally;negative
irrationals;negative
irreconcilable;negative
irrecoverable;negative
irrecoverableness;negative
irrecoverablenesses;negative
irrecoverably;negative
irredeemable;negative
irredeemably;negative
irreformable;negative
irregular;negative
irregularity;negative
irrelevance;negative
irrelevant;negative
irreparable;negative
irreplaceable;posivitive
irreplacible;negative
irrepressible;negative
irreproachable;posivitive
irresistible;posivitive
irresistibly;posivitive
irresolute;negative
irresolvable;negative
irresponsible;negative
irresponsibly;negative
irretating;negative
irretrievable;negative
irreversible;negative
irritable;negative
irritably;negative
irritant;negative
irritate;negative
irritated;negative
irritating;negative
irritation;negative
irritations;negative
isolate;negative
isolated;negative
isolation;negative
issue;negative
issue-free;posivitive
issues;negative
itch;negative
itching;negative
itchy;negative
jabber;negative
jaded;negative
jagged;negative
jam;negative
jarring;negative
jaundiced;negative
jaw-droping;posivitive
jaw-dropping;posivitive
jealous;negative
jealously;negative
jealousness;negative
jealousy;negative
jeer;negative
jeering;negative
jeeringly;negative
jeers;negative
jeopardize;negative
jeopardy;negative
jerk;negative
jerky;negative
jitter;negative
jitters;negative
jittery;negative
job-killing;negative
jobless;negative
joke;negative
joker;negative
jollify;posivitive
jolly;posivitive
jolt;negative
jovial;posivitive
joy;posivitive
joyful;posivitive
joyfully;posivitive
joyous;posivitive
joyously;posivitive
jubilant;posivitive
jubilantly;posivitive
jubilate;posivitive
jubilation;posivitive
jubiliant;posivitive
judder;negative
juddering;negative
judders;negative
judicious;posivitive
jumpy;negative
junk;negative
junky;negative
junkyard;negative
justly;posivitive
jutter;negative
jutters;negative
kaput;negative
keen;posivitive
keenly;posivitive
keenness;posivitive
kid-friendly;posivitive
kill;negative
killed;negative
killer;negative
killing;negative
killjoy;negative
kills;negative
kindliness;posivitive
kindly;posivitive
kindness;posivitive
knave;negative
knife;negative
knock;negative
knotted;negative
knowledgeable;posivitive
kook;negative
kooky;negative
kudos;posivitive
lack;negative
lackadaisical;negative
lacked;negative
lackey;negative
lackeys;negative
lacking;negative
lackluster;negative
lacks;negative
laconic;negative
lag;negative
lagged;negative
lagging;negative
laggy;negative
lags;negative
laid-off;negative
lambast;negative
lambaste;negative
lame;negative
lame-duck;negative
lament;negative
lamentable;negative
lamentably;negative
languid;negative
languish;negative
languor;negative
languorous;negative
languorously;negative
lanky;negative
lapse;negative
lapsed;negative
lapses;negative
large-capacity;posivitive
lascivious;negative
last-ditch;negative
latency;negative
laud;posivitive
laudable;posivitive
laudably;posivitive
laughable;negative
laughably;negative
laughingstock;negative
lavish;posivitive
lavishly;posivitive
law-abiding;posivitive
lawbreaker;negative
lawbreaking;negative
lawful;posivitive
lawfully;posivitive
lawless;negative
lawlessness;negative
layoff;negative
layoff-happy;negative
lazy;negative
lead;posivitive
leading;posivitive
leads;posivitive
leak;negative
leakage;negative
leakages;negative
leaking;negative
leaks;negative
leaky;negative
lean;posivitive
lech;negative
lecher;negative
lecherous;negative
lechery;negative
led;posivitive
leech;negative
leer;negative
leery;negative
left-leaning;negative
legendary;posivitive
lemon;negative
lengthy;negative
less-developed;negative
lesser-known;negative
letch;negative
lethal;negative
lethargic;negative
lethargy;negative
leverage;posivitive
levity;posivitive
lewd;negative
lewdly;negative
lewdness;negative
liability;negative
liable;negative
liar;negative
liars;negative
liberate;posivitive
liberation;posivitive
liberty;posivitive
licentious;negative
licentiously;negative
licentiousness;negative
lie;negative
lied;negative
lier;negative
lies;negative
lifeless;negative
lifesaver;posivitive
life-threatening;negative
lighter;posivitive
light-hearted;posivitive
likable;posivitive
like;posivitive
liked;posivitive
likes;posivitive
liking;posivitive
limit;negative
limitation;negative
limitations;negative
limited;negative
limits;negative
limp;negative
lionhearted;posivitive
listless;negative
litigious;negative
little-known;negative
lively;posivitive
livid;negative
lividly;negative
loath;negative
loathe;negative
loathing;negative
loathly;negative
loathsome;negative
loathsomely;negative
logical;posivitive
lone;negative
loneliness;negative
lonely;negative
loner;negative
lonesome;negative
longing;negative
longingly;negative
long-lasting;posivitive
long-time;negative
long-winded;negative
loophole;negative
loopholes;negative
loose;negative
loot;negative
lorn;negative
lose;negative
loser;negative
losers;negative
loses;negative
losing;negative
loss;negative
losses;negative
lost;negative
loud;negative
louder;negative
lousy;negative
lovable;posivitive
lovably;posivitive
love;posivitive
loved;posivitive
loveless;negative
loveliness;posivitive
lovelorn;negative
lovely;posivitive
lover;posivitive
loves;posivitive
loving;posivitive
low-cost;posivitive
lower-priced;posivitive
lowly;negative
low-price;posivitive
low-priced;posivitive
low-rated;negative
low-risk;posivitive
loyal;posivitive
loyalty;posivitive
lucid;posivitive
lucidly;posivitive
luck;posivitive
luckier;posivitive
luckiest;posivitive
luckiness;posivitive
lucky;posivitive
lucrative;posivitive
ludicrous;negative
ludicrously;negative
lugubrious;negative
lukewarm;negative
lull;negative
luminous;posivitive
lumpy;negative
lunatic;negative
lunaticism;negative
lurch;negative
lure;negative
lurid;negative
lurk;negative
lurking;negative
lush;posivitive
luster;posivitive
lustrous;posivitive
luxuriant;posivitive
luxuriate;posivitive
luxurious;posivitive
luxuriously;posivitive
luxury;posivitive
lying;negative
lyrical;posivitive
macabre;negative
mad;negative
madden;negative
maddening;negative
maddeningly;negative
madder;negative
madly;negative
madman;negative
madness;negative
magic;posivitive
magical;posivitive
magnanimous;posivitive
magnanimously;posivitive
magnificence;posivitive
magnificent;posivitive
magnificently;posivitive
majestic;posivitive
majesty;posivitive
maladjusted;negative
maladjustment;negative
malady;negative
malaise;negative
malcontent;negative
malcontented;negative
maledict;negative
malevolence;negative
malevolent;negative
malevolently;negative
malice;negative
malicious;negative
maliciously;negative
maliciousness;negative
malign;negative
malignant;negative
malodorous;negative
maltreatment;negative
manageable;posivitive
maneuverable;posivitive
mangle;negative
mangled;negative
mangles;negative
mangling;negative
mania;negative
maniac;negative
maniacal;negative
manic;negative
manipulate;negative
manipulation;negative
manipulative;negative
manipulators;negative
mar;negative
marginal;negative
marginally;negative
martyrdom;negative
martyrdom-seeking;negative
marvel;posivitive
marveled;posivitive
marvelled;posivitive
marvellous;posivitive
marvelous;posivitive
marvelously;posivitive
marvelousness;posivitive
marvels;posivitive
mashed;negative
massacre;negative
massacres;negative
master;posivitive
masterful;posivitive
masterfully;posivitive
masterpiece;posivitive
masterpieces;posivitive
masters;posivitive
mastery;posivitive
matchless;posivitive
matte;negative
mature;posivitive
maturely;posivitive
maturity;posivitive
mawkish;negative
mawkishly;negative
mawkishness;negative
meager;negative
meaningful;posivitive
meaningless;negative
meanness;negative
measly;negative
meddle;negative
meddlesome;negative
mediocre;negative
mediocrity;negative
melancholy;negative
melodramatic;negative
melodramatically;negative
meltdown;negative
memorable;posivitive
menace;negative
menacing;negative
menacingly;negative
mendacious;negative
mendacity;negative
menial;negative
merciful;posivitive
mercifully;posivitive
merciless;negative
mercilessly;negative
mercy;posivitive
merit;posivitive
meritorious;posivitive
merrily;posivitive
merriment;posivitive
merriness;posivitive
merry;posivitive
mesmerize;posivitive
mesmerized;posivitive
mesmerizes;posivitive
mesmerizing;posivitive
mesmerizingly;posivitive
mess;negative
messed;negative
messes;negative
messing;negative
messy;negative
meticulous;posivitive
meticulously;posivitive
midget;negative
miff;negative
mightily;posivitive
mighty;posivitive
militancy;negative
mind-blowing;posivitive
mindless;negative
mindlessly;negative
miracle;posivitive
miracles;posivitive
miraculous;posivitive
miraculously;posivitive
miraculousness;posivitive
mirage;negative
mire;negative
misalign;negative
misaligned;negative
misaligns;negative
misapprehend;negative
misbecome;negative
misbecoming;negative
misbegotten;negative
misbehave;negative
misbehavior;negative
miscalculate;negative
miscalculation;negative
miscellaneous;negative
mischief;negative
mischievous;negative
mischievously;negative
misconception;negative
misconceptions;negative
miscreant;negative
miscreants;negative
misdirection;negative
miser;negative
miserable;negative
miserableness;negative
miserably;negative
miseries;negative
miserly;negative
misery;negative
misfit;negative
misfortune;negative
misgiving;negative
misgivings;negative
misguidance;negative
misguide;negative
misguided;negative
mishandle;negative
mishap;negative
misinform;negative
misinformed;negative
misinterpret;negative
misjudge;negative
misjudgment;negative
mislead;negative
misleading;negative
misleadingly;negative
mislike;negative
mismanage;negative
mispronounce;negative
mispronounced;negative
mispronounces;negative
misread;negative
misreading;negative
misrepresent;negative
misrepresentation;negative
miss;negative
missed;negative
misses;negative
misstatement;negative
mist;negative
mistake;negative
mistaken;negative
mistakenly;negative
mistakes;negative
mistified;negative
mistress;negative
mistrust;negative
mistrustful;negative
mistrustfully;negative
mists;negative
misunderstand;negative
misunderstanding;negative
misunderstandings;negative
misunderstood;negative
misuse;negative
moan;negative
mobster;negative
mock;negative
mocked;negative
mockeries;negative
mockery;negative
mocking;negative
mockingly;negative
mocks;negative
modern;posivitive
modest;posivitive
modesty;posivitive
molest;negative
molestation;negative
momentous;posivitive
monotonous;negative
monotony;negative
monster;negative
monstrosities;negative
monstrosity;negative
monstrous;negative
monstrously;negative
monumental;posivitive
monumentally;posivitive
moody;negative
moot;negative
mope;negative
morality;posivitive
morbid;negative
morbidly;negative
mordant;negative
mordantly;negative
moribund;negative
moron;negative
moronic;negative
morons;negative
mortification;negative
mortified;negative
mortify;negative
mortifying;negative
motionless;negative
motivated;posivitive
motley;negative
mourn;negative
mourner;negative
mournful;negative
mournfully;negative
muddle;negative
muddy;negative
mudslinger;negative
mudslinging;negative
mulish;negative
multi-polarization;negative
multi-purpose;posivitive
mundane;negative
murder;negative
murderer;negative
murderous;negative
murderously;negative
murky;negative
muscle-flexing;negative
mushy;negative
musty;negative
mysterious;negative
mysteriously;negative
mystery;negative
mystify;negative
myth;negative
nag;negative
nagging;negative
naive;negative
naively;negative
na‘ve;negative
narrower;negative
nastily;negative
nastiness;negative
nasty;negative
naughty;negative
nauseate;negative
nauseates;negative
nauseating;negative
nauseatingly;negative
navigable;posivitive
neat;posivitive
neatest;posivitive
neatly;posivitive
nebulous;negative
nebulously;negative
needless;negative
needlessly;negative
needy;negative
nefarious;negative
nefariously;negative
negate;negative
negation;negative
negative;negative
negatives;negative
negativity;negative
neglect;negative
neglected;negative
negligence;negative
negligent;negative
nemesis;negative
nepotism;negative
nervous;negative
nervously;negative
nervousness;negative
nettle;negative
nettlesome;negative
neurotic;negative
neurotically;negative
nice;posivitive
nicely;posivitive
nicer;posivitive
nicest;posivitive
nifty;posivitive
niggle;negative
niggles;negative
nightmare;negative
nightmarish;negative
nightmarishly;negative
nimble;posivitive
nitpick;negative
nitpicking;negative
noble;posivitive
nobly;posivitive
noise;negative
noiseless;posivitive
noises;negative
noisier;negative
noisy;negative
non-confidence;negative
nonexistent;negative
nonresponsive;negative
nonsense;negative
non-violence;posivitive
non-violent;posivitive
nosey;negative
notably;posivitive
noteworthy;posivitive
notoriety;negative
notorious;negative
notoriously;negative
nourish;posivitive
nourishing;posivitive
nourishment;posivitive
novelty;posivitive
noxious;negative
nuisance;negative
numb;negative
nurturing;posivitive
oasis;posivitive
obese;negative
object;negative
objection;negative
objectionable;negative
objections;negative
oblique;negative
obliterate;negative
obliterated;negative
oblivious;negative
obnoxious;negative
obnoxiously;negative
obscene;negative
obscenely;negative
obscenity;negative
obscure;negative
obscured;negative
obscures;negative
obscurity;negative
obsess;negative
obsession;posivitive
obsessions;posivitive
obsessive;negative
obsessively;negative
obsessiveness;negative
obsolete;negative
obstacle;negative
obstinate;negative
obstinately;negative
obstruct;negative
obstructed;negative
obstructing;negative
obstruction;negative
obstructs;negative
obtainable;posivitive
obtrusive;negative
obtuse;negative
occlude;negative
occluded;negative
occludes;negative
occluding;negative
odd;negative
odder;negative
oddest;negative
oddities;negative
oddity;negative
oddly;negative
odor;negative
offence;negative
offend;negative
offender;negative
offending;negative
offenses;negative
offensive;negative
offensively;negative
offensiveness;negative
officious;negative
ominous;negative
ominously;negative
omission;negative
omit;negative
onerous;negative
onerously;negative
one-sided;negative
onslaught;negative
openly;posivitive
openness;posivitive
opinionated;negative
opponent;negative
opportunistic;negative
oppose;negative
opposition;negative
oppositions;negative
oppress;negative
oppression;negative
oppressive;negative
oppressively;negative
oppressiveness;negative
oppressors;negative
optimal;posivitive
optimism;posivitive
optimistic;posivitive
opulent;posivitive
ordeal;negative
orderly;posivitive
originality;posivitive
orphan;negative
ostracize;negative
outbreak;negative
outburst;negative
outbursts;negative
outcast;negative
outcry;negative
outdo;posivitive
outdone;posivitive
outlaw;negative
outmoded;negative
outperform;posivitive
outperformed;posivitive
outperforming;posivitive
outperforms;posivitive
outrage;negative
outraged;negative
outrageous;negative
outrageously;negative
outrageousness;negative
outrages;negative
outshine;posivitive
outshone;posivitive
outsider;negative
outsmart;posivitive
outstanding;posivitive
outstandingly;posivitive
outstrip;posivitive
outwit;posivitive
ovation;posivitive
overact;negative
overacted;negative
over-acted;negative
overawe;negative
over-awe;negative
overbalance;negative
overbalanced;negative
over-balanced;negative
overbearing;negative
overbearingly;negative
overblown;negative
overdo;negative
overdone;negative
overdue;negative
overemphasize;negative
overheat;negative
over-hyped;negative
overjoyed;posivitive
overkill;negative
overloaded;negative
overlook;negative
overpaid;negative
overpayed;negative
overplay;negative
overpower;negative
overpriced;negative
over-priced;negative
overrated;negative
overreach;negative
overrun;negative
overshadow;negative
oversight;negative
oversights;negative
oversimplification;negative
oversimplified;negative
oversimplify;negative
oversize;negative
overstate;negative
overstated;negative
overstatement;negative
overstatements;negative
overstates;negative
overtake;posivitive
overtaken;posivitive
overtakes;posivitive
overtaking;posivitive
overtaxed;negative
overthrow;negative
overthrows;negative
overtook;posivitive
overture;posivitive
overturn;negative
over-valuation;negative
overweight;negative
overwhelm;negative
overwhelmed;negative
overwhelming;negative
overwhelmingly;negative
overwhelms;negative
overzealous;negative
overzealously;negative
overzelous;negative
pain;negative
pain-free;posivitive
painful;negative
painfull;negative
painfully;negative
painless;posivitive
painlessly;posivitive
pains;negative
palatial;posivitive
pale;negative
pales;negative
paltry;negative
pamper;posivitive
pampered;posivitive
pamperedly;posivitive
pamperedness;posivitive
pampers;posivitive
pan;negative
pandemonium;negative
pander;negative
pandering;negative
panders;negative
panic;negative
panick;negative
panicked;negative
panicking;negative
panicky;negative
panoramic;posivitive
paradise;posivitive
paradoxical;negative
paradoxically;negative
paralize;negative
paralyzed;negative
paramount;posivitive
paranoia;negative
paranoid;negative
parasite;negative
pardon;posivitive
pariah;negative
parody;negative
partiality;negative
partisan;negative
partisans;negative
passe;negative
passion;posivitive
passionate;posivitive
passionately;posivitive
passive;negative
passiveness;negative
pathetic;negative
pathetically;negative
patience;posivitive
patient;posivitive
patiently;posivitive
patriot;posivitive
patriotic;posivitive
patronize;negative
paucity;negative
pauper;negative
paupers;negative
payback;negative
peace;posivitive
peaceable;posivitive
peaceful;posivitive
peacefully;posivitive
peacekeepers;posivitive
peach;posivitive
peculiar;negative
peculiarly;negative
pedantic;negative
peeled;negative
peerless;posivitive
peeve;negative
peeved;negative
peevish;negative
peevishly;negative
penalize;negative
penalty;negative
pep;posivitive
pepped;posivitive
pepping;posivitive
peppy;posivitive
peps;posivitive
perfect;posivitive
perfection;posivitive
perfectly;posivitive
perfidious;negative
perfidity;negative
perfunctory;negative
peril;negative
perilous;negative
perilously;negative
perish;negative
permissible;posivitive
pernicious;negative
perplex;negative
perplexed;negative
perplexing;negative
perplexity;negative
persecute;negative
persecution;negative
perseverance;posivitive
persevere;posivitive
personages;posivitive
personalized;posivitive
pertinacious;negative
pertinaciously;negative
pertinacity;negative
perturb;negative
perturbed;negative
pervasive;negative
perverse;negative
perversely;negative
perversion;negative
perversity;negative
pervert;negative
perverted;negative
perverts;negative
pessimism;negative
pessimistic;negative
pessimistically;negative
pest;negative
pestilent;negative
petrified;negative
petrify;negative
pettifog;negative
petty;negative
phenomenal;posivitive
phenomenally;posivitive
phobia;negative
phobic;negative
phony;negative
picket;negative
picketed;negative
picketing;negative
pickets;negative
picky;negative
picturesque;posivitive
piety;posivitive
pig;negative
pigs;negative
pillage;negative
pillory;negative
pimple;negative
pinch;negative
pinnacle;posivitive
pique;negative
pitiable;negative
pitiful;negative
pitifully;negative
pitiless;negative
pitilessly;negative
pittance;negative
pity;negative
plagiarize;negative
plague;negative
plasticky;negative
playful;posivitive
playfully;posivitive
plaything;negative
plea;negative
pleas;negative
pleasant;posivitive
pleasantly;posivitive
pleased;posivitive
pleases;posivitive
pleasing;posivitive
pleasingly;posivitive
pleasurable;posivitive
pleasurably;posivitive
pleasure;posivitive
plebeian;negative
plentiful;posivitive
plight;negative
plot;negative
plotters;negative
ploy;negative
plunder;negative
plunderer;negative
pluses;posivitive
plush;posivitive
plusses;posivitive
poetic;posivitive
poeticize;posivitive
poignant;posivitive
pointless;negative
pointlessly;negative
poise;posivitive
poised;posivitive
poison;negative
poisonous;negative
poisonously;negative
pokey;negative
poky;negative
polarisation;negative
polemize;negative
polished;posivitive
polite;posivitive
politeness;posivitive
pollute;negative
polluter;negative
polluters;negative
polution;negative
pompous;negative
poor;negative
poorer;negative
poorest;negative
poorly;negative
popular;posivitive
portable;posivitive
posh;posivitive
positive;posivitive
positively;posivitive
positives;posivitive
posturing;negative
pout;negative
poverty;negative
powerful;posivitive
powerfully;posivitive
powerless;negative
praise;posivitive
praiseworthy;posivitive
praising;posivitive
prate;negative
pratfall;negative
prattle;negative
precarious;negative
precariously;negative
precious;posivitive
precipitate;negative
precipitous;negative
precise;posivitive
precisely;posivitive
predatory;negative
predicament;negative
preeminent;posivitive
pre-eminent;posivitive
prefer;posivitive
preferable;posivitive
preferably;posivitive
prefered;posivitive
preferes;posivitive
preferring;posivitive
prefers;posivitive
prejudge;negative
prejudice;negative
prejudices;negative
prejudicial;negative
premeditated;negative
premier;posivitive
preoccupy;negative
preposterous;negative
preposterously;negative
prestige;posivitive
prestigious;posivitive
presumptuous;negative
presumptuously;negative
pretence;negative
pretend;negative
pretense;negative
pretentious;negative
pretentiously;negative
prettily;posivitive
pretty;posivitive
prevaricate;negative
priceless;posivitive
pricey;negative
pricier;negative
prick;negative
prickle;negative
prickles;negative
pride;posivitive
prideful;negative
prik;negative
primitive;negative
principled;posivitive
prison;negative
prisoner;negative
privilege;posivitive
privileged;posivitive
prize;posivitive
proactive;posivitive
problem;negative
problematic;negative
problem-free;posivitive
problems;negative
problem-solver;posivitive
procrastinate;negative
procrastinates;negative
procrastination;negative
prodigious;posivitive
prodigiously;posivitive
prodigy;posivitive
productive;posivitive
productively;posivitive
profane;negative
profanity;negative
proficient;posivitive
proficiently;posivitive
profound;posivitive
profoundly;posivitive
profuse;posivitive
profusion;posivitive
progress;posivitive
progressive;posivitive
prohibit;negative
prohibitive;negative
prohibitively;negative
prolific;posivitive
prominence;posivitive
prominent;posivitive
promise;posivitive
promised;posivitive
promises;posivitive
promising;posivitive
promoter;posivitive
prompt;posivitive
promptly;posivitive
propaganda;negative
propagandize;negative
proper;posivitive
properly;posivitive
propitious;posivitive
propitiously;posivitive
proprietary;negative
pros;posivitive
prosecute;negative
prosper;posivitive
prosperity;posivitive
prosperous;posivitive
prospros;posivitive
protect;posivitive
protection;posivitive
protective;posivitive
protest;negative
protested;negative
protesting;negative
protests;negative
protracted;negative
proud;posivitive
proven;posivitive
proves;posivitive
providence;posivitive
proving;posivitive
provocation;negative
provocative;negative
provoke;negative
prowess;posivitive
prudence;posivitive
prudent;posivitive
prudently;posivitive
pry;negative
pugnacious;negative
pugnaciously;negative
pugnacity;negative
punch;negative
punctual;posivitive
punish;negative
punishable;negative
punitive;negative
punk;negative
puny;negative
puppet;negative
puppets;negative
pure;posivitive
purify;posivitive
purposeful;posivitive
puzzled;negative
puzzlement;negative
puzzling;negative
quack;negative
quaint;posivitive
qualified;posivitive
qualify;posivitive
qualm;negative
qualms;negative
quandary;negative
quarrel;negative
quarrellous;negative
quarrellously;negative
quarrels;negative
quarrelsome;negative
quash;negative
queer;negative
questionable;negative
quibble;negative
quibbles;negative
quicker;posivitive
quiet;posivitive
quieter;posivitive
quitter;negative
rabid;negative
racism;negative
racist;negative
racists;negative
racy;negative
radiance;posivitive
radiant;posivitive
radical;negative
radicalization;negative
radically;negative
radicals;negative
rage;negative
ragged;negative
raging;negative
rail;negative
raked;negative
rampage;negative
rampant;negative
ramshackle;negative
rancor;negative
randomly;negative
rankle;negative
rant;negative
ranted;negative
ranting;negative
rantingly;negative
rants;negative
rape;negative
raped;negative
rapid;posivitive
raping;negative
rapport;posivitive
rapt;posivitive
rapture;posivitive
raptureous;posivitive
raptureously;posivitive
rapturous;posivitive
rapturously;posivitive
rascal;negative
rascals;negative
rash;negative
rational;posivitive
rattle;negative
rattled;negative
rattles;negative
ravage;negative
raving;negative
razor-sharp;posivitive
reachable;posivitive
reactionary;negative
readable;posivitive
readily;posivitive
ready;posivitive
reaffirm;posivitive
reaffirmation;posivitive
realistic;posivitive
realizable;posivitive
reasonable;posivitive
reasonably;posivitive
reasoned;posivitive
reassurance;posivitive
reassure;posivitive
rebellious;negative
rebuff;negative
rebuke;negative
recalcitrant;negative
recant;negative
receptive;posivitive
recession;negative
recessionary;negative
reckless;negative
recklessly;negative
recklessness;negative
reclaim;posivitive
recoil;negative
recomend;posivitive
recommend;posivitive
recommendation;posivitive
recommendations;posivitive
recommended;posivitive
reconcile;posivitive
reconciliation;posivitive
record-setting;posivitive
recourses;negative
recover;posivitive
recovery;posivitive
rectification;posivitive
rectify;posivitive
rectifying;posivitive
redeem;posivitive
redeeming;posivitive
redemption;posivitive
redundancy;negative
redundant;negative
refine;posivitive
refined;posivitive
refinement;posivitive
reform;posivitive
reformed;posivitive
reforming;posivitive
reforms;posivitive
refresh;posivitive
refreshed;posivitive
refreshing;posivitive
refund;posivitive
refunded;posivitive
refusal;negative
refuse;negative
refused;negative
refuses;negative
refusing;negative
refutation;negative
refute;negative
refuted;negative
refutes;negative
refuting;negative
regal;posivitive
regally;posivitive
regard;posivitive
regress;negative
regression;negative
regressive;negative
regret;negative
regreted;negative
regretful;negative
regretfully;negative
regrets;negative
regrettable;negative
regrettably;negative
regretted;negative
reject;negative
rejected;negative
rejecting;negative
rejection;negative
rejects;negative
rejoice;posivitive
rejoicing;posivitive
rejoicingly;posivitive
rejuvenate;posivitive
rejuvenated;posivitive
rejuvenating;posivitive
relapse;negative
relaxed;posivitive
relent;posivitive
relentless;negative
relentlessly;negative
relentlessness;negative
reliable;posivitive
reliably;posivitive
relief;posivitive
relish;posivitive
reluctance;negative
reluctant;negative
reluctantly;negative
remarkable;posivitive
remarkably;posivitive
remedy;posivitive
remission;posivitive
remorse;negative
remorseful;negative
remorsefully;negative
remorseless;negative
remorselessly;negative
remorselessness;negative
remunerate;posivitive
renaissance;posivitive
renewed;posivitive
renounce;negative
renown;posivitive
renowned;posivitive
renunciation;negative
repel;negative
repetitive;negative
replaceable;posivitive
reprehensible;negative
reprehensibly;negative
reprehension;negative
reprehensive;negative
repress;negative
repression;negative
repressive;negative
reprimand;negative
reproach;negative
reproachful;negative
reprove;negative
reprovingly;negative
repudiate;negative
repudiation;negative
repugn;negative
repugnance;negative
repugnant;negative
repugnantly;negative
repulse;negative
repulsed;negative
repulsing;negative
repulsive;negative
repulsively;negative
repulsiveness;negative
reputable;posivitive
reputation;posivitive
resent;negative
resentful;negative
resentment;negative
resignation;negative
resigned;negative
resilient;posivitive
resistance;negative
resolute;posivitive
resound;posivitive
resounding;posivitive
resourceful;posivitive
resourcefulness;posivitive
respect;posivitive
respectable;posivitive
respectful;posivitive
respectfully;posivitive
respite;posivitive
resplendent;posivitive
responsibly;posivitive
responsive;posivitive
restful;posivitive
restless;negative
restlessness;negative
restored;posivitive
restrict;negative
restricted;negative
restriction;negative
restrictive;negative
restructure;posivitive
restructured;posivitive
restructuring;posivitive
resurgent;negative
retaliate;negative
retaliatory;negative
retard;negative
retarded;negative
retardedness;negative
retards;negative
reticent;negative
retract;negative
retractable;posivitive
retreat;negative
retreated;negative
revel;posivitive
revelation;posivitive
revenge;negative
revengeful;negative
revengefully;negative
revere;posivitive
reverence;posivitive
reverent;posivitive
reverently;posivitive
revert;negative
revile;negative
reviled;negative
revitalize;posivitive
revival;posivitive
revive;posivitive
revives;posivitive
revoke;negative
revolt;negative
revolting;negative
revoltingly;negative
revolutionary;posivitive
revolutionize;posivitive
revolutionized;posivitive
revolutionizes;posivitive
revulsion;negative
revulsive;negative
reward;posivitive
rewarding;posivitive
rewardingly;posivitive
rhapsodize;negative
rhetoric;negative
rhetorical;negative
ricer;negative
rich;posivitive
richer;posivitive
richly;posivitive
richness;posivitive
ridicule;negative
ridicules;negative
ridiculous;negative
ridiculously;negative
rife;negative
rift;negative
rifts;negative
right;posivitive
righten;posivitive
righteous;posivitive
righteously;posivitive
righteousness;posivitive
rightful;posivitive
rightfully;posivitive
rightly;posivitive
rightness;posivitive
rigid;negative
rigidity;negative
rigidness;negative
rile;negative
riled;negative
rip;negative
ripoff;negative
rip-off;negative
ripped;negative
risk;negative
risk-free;posivitive
risks;negative
risky;negative
rival;negative
rivalry;negative
roadblocks;negative
robust;posivitive
rockstar;posivitive
rock-star;posivitive
rockstars;posivitive
rock-stars;posivitive
rocky;negative
rogue;negative
rollercoaster;negative
romantic;posivitive
romantically;posivitive
romanticize;posivitive
roomier;posivitive
roomy;posivitive
rosy;posivitive
rot;negative
rotten;negative
rough;negative
rremediable;negative
rubbish;negative
rude;negative
rue;negative
ruffian;negative
ruffle;negative
ruin;negative
ruined;negative
ruining;negative
ruinous;negative
ruins;negative
rumbling;negative
rumor;negative
rumors;negative
rumours;negative
rumple;negative
runaway;negative
run-down;negative
rupture;negative
rust;negative
rusts;negative
rusty;negative
rut;negative
ruthless;negative
ruthlessly;negative
ruthlessness;negative
ruts;negative
sabotage;negative
sack;negative
sacrificed;negative
sad;negative
sadden;negative
sadly;negative
sadness;negative
safe;posivitive
safely;posivitive
sag;negative
sagacity;posivitive
sagely;posivitive
sagged;negative
sagging;negative
saggy;negative
sags;negative
saint;posivitive
saintliness;posivitive
saintly;posivitive
salacious;negative
salutary;posivitive
salute;posivitive
sanctimonious;negative
sane;posivitive
sap;negative
sarcasm;negative
sarcastic;negative
sarcastically;negative
sardonic;negative
sardonically;negative
sass;negative
satirical;negative
satirize;negative
satisfactorily;posivitive
satisfactory;posivitive
satisfied;posivitive
satisfies;posivitive
satisfy;posivitive
satisfying;posivitive
satisified;posivitive
savage;negative
savaged;negative
savagery;negative
savages;negative
saver;posivitive
savings;posivitive
savior;posivitive
savvy;posivitive
scaly;negative
scam;negative
scams;negative
scandal;negative
scandalize;negative
scandalized;negative
scandalous;negative
scandalously;negative
